Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Office of the Ombudsman,Office of the Ombudsman,Not assigned,Expenses,Service And Rent,Training,Train/Dev - External,"3,534.78",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Allowances,Unalloc Ben-Non-Perm,"332,285.62",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,Comprehensive Med,"573,226.24",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,CPP,"544,795.32",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,Dental Plan,"271,944.60",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,EI,"180,156.88",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,Life Insurance,"61,512.12",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,LTD,"273,168.43",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,OMERS Pension,"874,399.26",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Benefits,Benefits,Ont Health Tax,"195,919.47",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Res Fnds,"7,000.00",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Reserves,"45,622.50",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Cont To Rfs-Int Loan,"8,515.77",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Computes,Comp - Hardware,"22,064.19",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Computes,Comp - Software,"9,957.64",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,General Equipment,"6,973.63",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Communictns,"1,775.48",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Grounds,541.51,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Hand Tools,298.62,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Janitorial,"10,216.32",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Kitchen,"1,073.85",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Office,"1,406.62",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Equipment,M & E - Rec & Edu,"42,246.28",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Equipment,Furn & Fixtures,Furnishings,"1,136.05",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Inter-Divisional Charges,Inter-Divisional Charges,IDC-Solid Waste,155.93,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Chemicals,Chlorine,"21,403.09",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Chemicals,Other Chemicals,"19,589.56",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Chemicals,Sodium Hypochlorite,"1,177.17",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Commodities,Bldg & Renovatn Sups,"3,029.70",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Commodities,Lumber,233.23,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Commodities,Steel,142.87,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Construction Materials,Concrete,179.56,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Construction Materials,Gravel,477.87,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Energy,Hydro,"1,056,708.21",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Energy,Natural Gas,"302,694.08",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Energy,Propane Gas,"2,672.85",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Food & Beverage,Food & Beverages,"144,761.49",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Agriculture Supplies,133.32,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,"Dishes, Cutl &Utensi",61.98,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Dur Rec & Educ Supp,"4,369.33",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Electrical Supplies,"6,034.46",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Emerg Serv Supplies,565.88,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Footwear,"2,155.96",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,General Hardware,"5,403.92",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Heating & Air Suppls,178.20,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Janitorial Supplies,"45,047.00",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Kitchen Supplies,181.10,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Paint Supplies,"7,563.68",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Plumbing Supplies,"4,980.31",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Protective Clothing,"3,286.44",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Rec & Educt'n Suppls,"193,735.16",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Uniforms,"20,309.81",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Materials,Wast Bskt-Indus &Rec,103.81,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Medical Supplies,Medical Supplies,"4,205.25",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Graphic Design Sups,258.41,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Health-Safety Sup,86.07,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Other Office Materl,"3,879.76",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Phot Fax & Print Sup,"1,346.39",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Photo & Video Supp,437.60,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Printing Sup-Taxable,"5,413.02",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Office Supplies,Stationery And Off,"38,440.75",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Parts,Furn & Fixture Parts,"1,061.60",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Parts,Mach & Equip Parts,"4,557.85",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Parts,Miscellaneous Parts,524.53,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Salt,De - Icers,60.99,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Supplies,"Banners,Flags,Signs","5,188.26",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Supplies,Misc Materials,"19,913.00",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Supplies,Presentation Items,"7,405.23",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Materials & Supplies,Supplies,"Ribns, Med, Trophie","2,395.81",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Other Expenditures,Contributions And Transfers,Grants,"4,657,285.19",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Other Expenditures,Miscellaneous Expenditures,Credit Card Disc Etc,"57,577.68",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Casual Salaries,Cas-Shift Bonus Sap,255.50,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Casual Salaries,Casual - Reg Pay Sap,"3,272,798.60",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Casual Salaries,Casual-Overtime Sap,"8,380.68",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Casual Salaries,Stat Hol Prem-Rec,"20,658.40",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Casual Salaries,Vacation Pay (Cas),"163,125.83",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Part Time Salaries,P/T - Reg Pay Sap,"23,483.64",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Part Time Salaries,P/T-Shift Bonus Sap,439.40,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Part Time Salaries,Vacation Pay (P/T),"1,409.04",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Permanent Salaries,Full Time Reg Py Sap,"9,870,256.64",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Permanent Salaries,Perm - Overtime Sap,"122,784.54",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Permanent Salaries,Perm-Shift Bonus Sap,"41,787.38",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Permanent Salaries,Stat Hol Prem-Perm,"7,422.00",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Permanent Salaries,Vacation Pay (Perm),"2,553.12",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Temporary Salaries,Temp - Overtime Sap,"4,880.84",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Temporary Salaries,Temp - Reg Pay Sap,"69,275.88",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Salaries,Vacancy Adjustments,Vacancy Adjustments,"(943,235.60)",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Business Travel,Bus Trav - Km,170.51,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Business Travel,Bus Trav - Pub Trans,"5,378.67",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Conference,Conf/Sem - Regist Fe,259.38,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Advertising & Promo,"10,132.02",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Serv - Secur Sys,"2,764.15",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv - Control Sys,"2,504.80",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv - Eleva Devic,"7,276.08",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv - Fire Alarm,"7,687.05",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv - Renovations,"1,108.41",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv - Sidewalk M.,103.89,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv -Carpet Clean,"3,148.61",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv -Construction,"2,295.36",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Srv -Janitorial,"275,229.77",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Svcs - Doors &Clo,"2,100.52",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,C. Svcs - Glass Rep,794.07,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Contr Srv - Building,"12,249.75",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Contr Srv - Cable Tv,925.67,2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Contr Srv - Elect,"1,113.91",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Contr Srv - General,"4,871.00",2024
"Parks, Forestry & Recreation",Community Recreation,Community Development,Expenses,Service And Rent,Contracted Services,Contr Srv - M & E,"6,833.21",2024
